environment,population,topology,sanctioning,rep,agent_id,n_rounds_classified,judge_aware_rate,judge_fair_rate,kw_aware_rate,kw_fair_rate
commons,uniform_fair,fully_connected,on,rep7,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep7,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-14,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,fully_connected,on,rep8,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-05,15,0.0,1.0,0.0,0.9333
commons,uniform_fair,clustered,off,rep1,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep1,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-12,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep10,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep11,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep12,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-12,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-16,15,0.0,1.0,0.0,0.9333
commons,uniform_fair,clustered,off,rep13,MSUFC-17,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep13,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep14,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep15,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-05,15,0.0,1.0,0.0,0.9333
commons,uniform_fair,clustered,off,rep16,MSUFC-06,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep16,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-04,14,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-11,14,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep17,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep18,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-14,15,0.1333,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep19,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep2,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep20,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,clustered,off,rep3,MSUFC-09,15,0.0,1.0,0.0,1.0
